Order ID,Order Date,Order Priority,Order Quantity,Unit Price,Main Sale,Shipping Cost,Including Shipping cost,Profit, Revenue,Ship Mode,Customer Name,Region,,,,,
17668,25-11-2009,Medium,6,38.94,233.64,1.99,235.63,296.06,531.69,Regular Air,Erin Creighton,Ontario,,,,,
17668,25-11-2009,Medium,6,38.94,233.64,13.99,247.63,2574.12,2821.75,Regular Air,Erin Creighton,Ontario,,,,,
17668,25-11-2009,Medium,6,38.94,233.64,5,238.64,-69.78,168.86,Express Air,Erin Creighton,Ontario,,,,,
17669,29-04-2009,High,6,38.94,233.64,5.49,239.13,203.44,442.57,Regular Air,Corey Roper,Yukon,,,,,
17670,25-08-2009,Medium,6,38.94,233.64,0.5,234.14,10.05,244.19,Regular Air,Sean O'Donnell,Ontario,,,,,
17698,13-05-2012,High,6,38.94,233.64,3.5,237.14,528.77,765.91,Regular Air,Michael Kennedy,Quebec,,,,,
17698,13-05-2012,High,6,38.94,233.64,8.99,242.63,-59.59,183.04,Regular Air,Michael Kennedy,Nova Scotia,,,,,
17698,13-05-2012,High,6,38.94,233.64,10.91,244.55,-89.23,155.32,Regular Air,Michael Kennedy,Nova Scotia,,,,,
17700,27-10-2012,Critical,6,38.94,233.64,35,268.64,-530.68,-262.04,Regular Air,Darren Budd,Yukon,,,,,
17701,21-05-2012,Critical,6,38.94,233.64,4.69,238.33,-60.96,177.37,Regular Air,Brad Thomas,Yukon,,,,,
17702,13-04-2012,High,6,38.94,233.64,9.23,242.87,-305.91,-63.04,Regular Air,Mark Cousins,Ontario,,,,,
17702,13-04-2012,High,6,38.94,233.64,4,237.64,-66.78,170.86,Express Air,Mark Cousins,British Columbia,,,,,
17735,12-07-2012,Low,6,38.94,233.64,5.48,239.12,-71.25,167.87,Regular Air,Ed Ludwig,Ontario,,,,,
17735,12-07-2012,Low,6,38.94,233.64,0.71,234.35,32.47,266.82,Regular Air,Ed Ludwig,Ontario,,,,,
17764,16-09-2009,Low,6,38.94,233.64,16.87,250.51,-97.28,153.23,Regular Air,Don Miller,Northwest Territories,,,,,
17765,15-09-2011,Not Specified,6,38.94,233.64,6.05,239.69,-192.68,47.01,Regular Air,Dennis Kane,Quebec,,,,,
17795,01-04-2009,Medium,6,38.94,233.64,6.12,239.76,-15.92,223.84,Regular Air,Troy Staebel,Newfoundland,,,,,
17797,10-07-2012,Low,6,38.94,233.64,57.38,291.02,-486.12,-195.1,Delivery Truck,Vivek Grady,Ontario,,,,,
17797,10-07-2012,Low,6,38.94,233.64,2.5,236.14,-8.89,227.25,Regular Air,Vivek Grady,Ontario,,,,,
17799,20-09-2012,Medium,6,38.94,233.64,12.39,246.03,-31.11,214.92,Regular Air,Darren Budd,Yukon,,,,,
17825,13-01-2010,Not Specified,6,38.94,233.64,12.9,246.54,11.38,257.92,Regular Air,Larry Hughes,Ontario,,,,,
17826,30-06-2012,High,6,38.94,233.64,7.01,240.65,-88.61,152.04,Regular Air,Michelle Arnett,British Columbia,,,,,
17831,25-10-2012,Critical,6,38.94,233.64,2.83,236.47,41.31,277.78,Regular Air,Ricardo Emerson,British Columbia,,,,,
17831,25-10-2012,Critical,6,38.94,233.64,5.35,238.99,-45.75,193.24,Express Air,Ricardo Emerson,British Columbia,,,,,
17858,25-09-2010,Medium,6,38.94,233.64,1.99,235.63,21.07,256.7,Regular Air,Becky Castell,Ontario,,,,,
17858,25-09-2010,Medium,6,38.94,233.64,6.5,240.14,-109.91,130.23,Regular Air,Becky Castell,Ontario,,,,,
17858,25-09-2010,Medium,6,38.94,233.64,7.58,241.22,206.56,447.78,Express Air,Becky Castell,Ontario,,,,,
17859,26-05-2010,Critical,6,38.94,233.64,4,237.64,-99.3,138.34,Regular Air,Jack O'Briant,Saskachewan,,,,,
17860,06-04-2011,Critical,6,38.94,233.64,9.23,242.87,-96.33,146.54,Express Air,Adam Bellavance,Alberta,,,,,
17862,07-05-2012,Not Specified,6,38.94,233.64,6.5,240.14,-57.04,183.1,Regular Air,Neil Knudson,Saskachewan,,,,,
17862,07-05-2012,Not Specified,6,38.94,233.64,0.7,234.34,4.87,239.21,Express Air,Neil Knudson,Saskachewan,,,,,
17924,26-08-2011,Critical,6,38.94,233.64,4.5,238.14,762.53,1000.67,Regular Air,Richard Eichhorn,Saskachewan,,,,,
17926,10-11-2011,Critical,6,38.94,233.64,8.78,242.42,-70.04,172.38,Regular Air,Sally Knutson,British Columbia,,,,,
17927,09-08-2009,Medium,6,38.94,233.64,5.99,239.63,-42.1,197.53,Regular Air,Janet Lee,Saskachewan,,,,,
17952,11-10-2010,Medium,6,38.94,233.64,6.75,240.39,2.33,242.72,Regular Air,Ken Dana,Alberta,,,,,
17953,20-08-2012,High,6,38.94,233.64,19.51,253.15,-6.72,246.43,Regular Air,Troy Staebel,Ontario,,,,,
17953,20-08-2012,High,6,38.94,233.64,60,293.64,-499.51,-205.87,Delivery Truck,Troy Staebel,Quebec,,,,,
17953,20-08-2012,High,6,38.94,233.64,1.2,234.84,18.76,253.6,Regular Air,Troy Staebel,Quebec,,,,,
17956,05-08-2010,Critical,6,38.94,233.64,5.08,238.72,711.74,950.46,Express Air,Kelly Lampkin,Ontario,,,,,
17956,05-08-2010,Critical,6,38.94,233.64,8.64,242.28,73.45,315.73,Regular Air,Kelly Lampkin,Ontario,,,,,
17958,11-08-2011,Low,6,38.94,233.64,7.09,240.73,359.53,600.26,Regular Air,Jasper Cacioppo,Quebec,,,,,
17959,09-09-2012,Medium,6,38.94,233.64,19.99,253.63,146.8,400.43,Regular Air,Doug Jacobs,Quebec,,,,,
17959,09-09-2012,Medium,6,38.94,233.64,24.49,258.13,847.06,1105.19,Regular Air,Doug Jacobs,Quebec,,,,,
17985,12-04-2011,Medium,6,38.94,233.64,30,263.64,-183.26,80.38,Delivery Truck,Duane Benoit,Ontario,,,,,
17985,12-04-2011,Medium,6,38.94,233.64,3.3,236.94,-133.31,103.63,Regular Air,Duane Benoit,Ontario,,,,,
17986,05-04-2012,Not Specified,6,38.94,233.64,1.49,235.13,-15.09,220.04,Regular Air,George Ashbrook,Ontario,,,,,
17988,22-09-2010,Low,6,38.94,233.64,8.99,242.63,618.07,860.7,Regular Air,Anthony Garverick,Saskachewan,,,,,
18017,25-03-2010,Critical,6,38.94,233.64,54.12,287.76,-715.78,-428.02,Delivery Truck,Benjamin Venier,Quebec,,,,,
18023,24-02-2011,Medium,6,38.94,233.64,26.3,259.94,1272.17,1532.11,Delivery Truck,Valerie Mitchum,Quebec,,,,,
18023,24-02-2011,Medium,6,38.94,233.64,7.64,241.28,-149.84,91.44,Regular Air,Valerie Mitchum,Quebec,,,,,
18049,13-08-2009,Medium,6,38.94,233.64,5.46,239.1,-22.57,216.53,Regular Air,Liz Carlisle,Saskachewan,,,,,
18055,04-02-2010,Critical,6,38.94,233.64,4.75,238.39,-9.61,228.78,Regular Air,Maribeth Schnelling,New Brunswick,,,,,
18080,22-06-2009,High,6,38.94,233.64,26.2,259.84,-80.83,179.01,Delivery Truck,Sylvia Foulston,Northwest Territories,,,,,
18085,25-09-2011,High,6,38.94,233.64,40.19,273.83,1541.25,1815.08,Delivery Truck,Lisa DeCherney,Ontario,,,,,
18085,25-09-2011,High,6,38.94,233.64,4.2,237.84,1343.21,1581.05,Regular Air,Lisa DeCherney,Ontario,,,,,
18112,16-03-2012,Not Specified,6,38.94,233.64,1.34,234.98,22.8,257.78,Regular Air,Henry MacAllister,Ontario,,,,,
18113,28-08-2012,Not Specified,6,38.94,233.64,30,263.64,-514.32,-250.68,Delivery Truck,Becky Castell,Northwest Territories,,,,,
18119,24-06-2009,Low,6,38.94,233.64,8.29,241.93,-99.25,142.68,Regular Air,Trudy Bell,Alberta,,,,,
18144,07-06-2011,Critical,6,38.94,233.64,5.17,238.81,-131.82,106.99,Regular Air,Dorothy Wardle,Northwest Territories,,,,,
18144,07-06-2011,Critical,6,38.94,233.64,13.99,247.63,-65.42,182.21,Regular Air,Dorothy Wardle,Northwest Territories,,,,,
18144,07-06-2011,Critical,6,38.94,233.64,5,238.64,-250.17,-11.53,Regular Air,Dorothy Wardle,Northwest Territories,,,,,
18145,04-09-2010,Medium,6,38.94,233.64,3.37,237.01,-47.15,189.86,Regular Air,Lauren Leatherbury,Alberta,,,,,
18145,04-09-2010,Medium,6,38.94,233.64,9.4,243.04,-55.61,187.43,Regular Air,Lauren Leatherbury,British Columbia,,,,,
18147,17-07-2009,Not Specified,6,38.94,233.64,1.49,235.13,-15.56,219.57,Regular Air,Bruce Degenhardt,Yukon,,,,,
18147,17-07-2009,Not Specified,6,38.94,233.64,5.67,239.31,-108.19,131.12,Regular Air,Bruce Degenhardt,Yukon,,,,,
18178,02-11-2009,Low,6,38.94,233.64,49,282.64,-1987.49,-1704.85,Regular Air,Naresj Patel,Ontario,,,,,
18178,02-11-2009,Low,6,38.94,233.64,8.99,242.63,49.85,292.48,Regular Air,Naresj Patel,Ontario,,,,,
18179,01-08-2009,Not Specified,6,38.94,233.64,1.99,235.63,1207.91,1443.54,Regular Air,Liz Price,British Columbia,,,,,
18179,01-08-2009,Not Specified,6,38.94,233.64,0.99,234.63,16.1,250.73,Regular Air,Liz Price,British Columbia,,,,,
18179,01-08-2009,Not Specified,6,38.94,233.64,1.79,235.43,221.59,457.02,Regular Air,Liz Price,British Columbia,,,,,
18182,10-04-2011,Medium,6,38.94,233.64,19.99,253.63,1049.45,1303.08,Regular Air,Anna Haberlin,Ontario,,,,,
18182,10-04-2011,Medium,6,38.94,233.64,52.2,285.84,-1363.12,-1077.28,Regular Air,Anna Haberlin,Ontario,,,,,
18182,10-04-2011,Medium,6,38.94,233.64,8.74,242.38,-18.45,223.93,Express Air,Anna Haberlin,Ontario,,,,,
18208,01-04-2012,Not Specified,6,38.94,233.64,1.39,235.03,65.44,300.47,Regular Air,Roy Collins,Saskachewan,,,,,
18208,01-04-2012,Not Specified,6,38.94,233.64,5.2,238.84,-137.87,100.97,Regular Air,Roy Collins,Saskachewan,,,,,
18210,06-08-2010,Not Specified,6,38.94,233.64,19.99,253.63,2437.17,2690.8,Regular Air,Greg Guthrie,Prince Edward Island,,,,,
18210,06-08-2010,Not Specified,6,38.94,233.64,0.7,234.34,12.58,246.92,Regular Air,Greg Guthrie,Prince Edward Island,,,,,
18213,10-09-2010,Medium,6,38.94,233.64,19.99,253.63,21.6,275.23,Regular Air,Guy Phonely,Ontario,,,,,
18215,19-09-2010,Medium,6,38.94,233.64,5.5,239.14,169.15,408.29,Regular Air,Eugene Moren,British Columbia,,,,,
18241,27-07-2010,Low,6,38.94,233.64,1.99,235.63,-55.11,180.52,Regular Air,Denny Blanton,Ontario,,,,,
18241,27-07-2010,Low,6,38.94,233.64,76.37,310.01,-969.05,-659.04,Delivery Truck,Denny Blanton,Ontario,,,,,
18244,11-02-2011,Critical,6,38.94,233.64,24.49,258.13,-73.22,184.91,Regular Air,Chris Selesnick,Ontario,,,,,
18247,05-11-2009,Not Specified,6,38.94,233.64,4,237.64,27.22,264.86,Regular Air,Rob Haberlin,British Columbia,,,,,
18273,15-09-2011,Low,6,38.94,233.64,19.99,253.63,-3.68,249.95,Regular Air,Jack Lebron,Prince Edward Island,,,,,
18275,10-01-2012,Low,6,38.94,233.64,4.95,238.59,101.83,340.42,Regular Air,Helen Andreada,Yukon,,,,,
18279,26-02-2009,Medium,6,38.94,233.64,1.99,235.63,11.95,247.58,Regular Air,Stephanie Phelps,Alberta,,,,,
18279,26-02-2009,Medium,6,38.94,233.64,24.49,258.13,3272.9,3531.03,Regular Air,Stephanie Phelps,Alberta,,,,,
18307,02-02-2010,Low,6,38.94,233.64,8.68,242.32,32.36,274.68,Express Air,Dennis Pardue,Saskachewan,,,,,
18307,02-02-2010,Low,6,38.94,233.64,2.35,235.99,37.99,273.98,Regular Air,Dennis Pardue,Saskachewan,,,,,
18308,09-10-2009,Not Specified,6,38.94,233.64,1.49,235.13,15.73,250.86,Regular Air,Ann Chong,Northwest Territories,,,,,
18308,09-10-2009,Not Specified,6,38.94,233.64,4,237.64,-92.58,145.06,Regular Air,Ann Chong,Northwest Territories,,,,,
18308,09-10-2009,Not Specified,6,38.94,233.64,8.08,241.72,1465.87,1707.59,Regular Air,Ann Chong,Northwest Territories,,,,,
18336,24-04-2009,Not Specified,6,38.94,233.64,0.7,234.34,-0.11,234.23,Express Air,Giulietta Dortch,Yukon,,,,,
18340,17-06-2011,Medium,6,38.94,233.64,11.15,244.79,-142.78,102.01,Express Air,Jack O'Briant,Saskachewan,,,,,
18340,17-06-2011,Medium,6,38.94,233.64,10.05,243.69,-163.28,80.41,Express Air,Jack O'Briant,Saskachewan,,,,,
18341,18-07-2010,Critical,6,38.94,233.64,7.96,241.6,-165.26,76.34,Regular Air,Bradley Nguyen,Quebec,,,,,
18368,30-11-2012,Not Specified,6,38.94,233.64,3.5,237.14,-65.15,171.99,Regular Air,Alyssa Crouse,Alberta,,,,,
18368,30-11-2012,Not Specified,6,38.94,233.64,5.08,238.72,517.33,756.05,Regular Air,Alyssa Crouse,Alberta,,,,,
18368,30-11-2012,Not Specified,6,38.94,233.64,14.7,248.34,-4852.53,-4604.19,Delivery Truck,Alyssa Crouse,Alberta,,,,,
18370,13-01-2011,Low,6,38.94,233.64,5,238.64,-158.24,80.41,Regular Air,Rick Wilson,Saskachewan,,,,,
18371,18-09-2009,Medium,6,38.94,233.64,8.99,242.63,271.45,514.08,Regular Air,Denise Monton,Saskachewan,,,,,
18373,12-04-2012,Critical,6,38.94,233.64,0.99,234.63,2164.64,2399.27,Regular Air,Tracy Poddar,Quebec,,,,,
18374,30-09-2012,Low,6,38.94,233.64,5.47,239.11,-32.78,206.33,Regular Air,Nick Crebassa,Saskachewan,,,,,
18375,22-09-2011,Low,6,38.94,233.64,0.5,234.14,31.64,265.78,Regular Air,Theresa Swint,Quebec,,,,,
18400,06-12-2011,Not Specified,6,38.94,233.64,4,237.64,34.16,271.8,Regular Air,Ralph Arnett,Quebec,,,,,
18402,29-08-2009,Low,6,38.94,233.64,69.55,303.19,-224.2,78.99,Delivery Truck,Deanra Eno,Yukon,,,,,
18402,29-08-2009,Low,6,38.94,233.64,14.37,248.01,10.49,258.5,Regular Air,Deanra Eno,Yukon,,,,,
18405,07-01-2009,Medium,6,38.94,233.64,8.83,242.47,60.27,302.74,Express Air,George Ashbrook,Ontario,,,,,
18405,07-01-2009,Medium,6,38.94,233.64,14.52,248.16,-263.09,-14.93,Regular Air,George Ashbrook,Ontario,,,,,
18432,12-03-2011,High,6,38.94,233.64,5.16,238.8,1.16,239.96,Regular Air,Art Ferguson,Nova Scotia,,,,,
18432,12-03-2011,High,6,38.94,233.64,6.75,240.39,-24.91,215.48,Express Air,Art Ferguson,Nova Scotia,,,,,
18432,12-03-2011,High,6,38.94,233.64,23.19,256.83,-126.34,130.49,Delivery Truck,Art Ferguson,Nova Scotia,,,,,
18432,12-03-2011,High,6,38.94,233.64,0.83,234.47,20.44,254.91,Express Air,Art Ferguson,Nova Scotia,,,,,
18464,28-03-2012,High,6,38.94,233.64,55.24,288.88,253.14,542.02,Delivery Truck,Brian Derr,Nova Scotia,,,,,
18464,28-03-2012,High,6,38.94,233.64,66.27,299.91,-345.92,-46.01,Delivery Truck,Brian Derr,Nova Scotia,,,,,
18464,28-03-2012,High,6,38.94,233.64,1.34,234.98,80.07,315.05,Regular Air,Brian Derr,Nova Scotia,,,,,
18464,28-03-2012,High,6,38.94,233.64,0.76,234.4,-18.72,215.68,Regular Air,Brian Derr,Nova Scotia,,,,,
18465,15-04-2010,High,6,38.94,233.64,35,268.64,-353.71,-85.07,Regular Air,Laura Armstrong,Ontario,,,,,
18466,21-05-2012,Low,6,38.94,233.64,5.25,238.89,16.92,255.81,Regular Air,Deanra Eno,Yukon,,,,,
18466,21-05-2012,Low,6,38.94,233.64,7.11,240.75,994.31,1235.06,Express Air,Deanra Eno,Yukon,,,,,
18471,19-02-2009,Not Specified,6,38.94,233.64,0.96,234.6,46.41,281.01,Regular Air,Justin Knight,British Columbia,,,,,
18471,19-02-2009,Not Specified,6,38.94,233.64,2.56,236.2,-8.02,228.18,Regular Air,Justin Knight,British Columbia,,,,,
18471,19-02-2009,Not Specified,6,38.94,233.64,5.46,239.1,-47.12,191.98,Regular Air,Justin Knight,British Columbia,,,,,
18496,15-05-2009,High,6,38.94,233.64,6.5,240.14,46.29,286.43,Regular Air,Larry Tron,Alberta,,,,,
18496,15-05-2009,High,6,38.94,233.64,19.99,253.63,177.79,431.42,Regular Air,Larry Tron,Alberta,,,,,
18500,11-02-2012,Medium,6,38.94,233.64,36.61,270.25,-779.81,-509.56,Delivery Truck,Toby Swindell,Saskachewan,,,,,
18500,11-02-2012,Medium,6,38.94,233.64,5.5,239.14,-19.27,219.87,Regular Air,Toby Swindell,Saskachewan,,,,,
18500,11-02-2012,Medium,6,38.94,233.64,35,268.64,-643.46,-374.82,Regular Air,Toby Swindell,Saskachewan,,,,,
18503,05-05-2011,Not Specified,6,38.94,233.64,17.85,251.49,1487.94,1739.43,Delivery Truck,Sarah Brown,Alberta,,,,,
18503,05-05-2011,Not Specified,6,38.94,233.64,2.79,236.43,-23.93,212.51,Regular Air,Sarah Brown,Alberta,,,,,
18528,30-04-2011,Critical,6,38.94,233.64,3.99,237.63,-22.82,214.81,Regular Air,Jas O'Carroll,Ontario,,,,,
18528,30-04-2011,Critical,6,38.94,233.64,7.96,241.6,-96.22,145.38,Regular Air,Jas O'Carroll,Ontario,,,,,
18530,31-12-2010,Not Specified,6,38.94,233.64,14.39,248.03,48.85,296.88,Regular Air,Grant Thornton,Yukon,,,,,
18530,31-12-2010,Not Specified,6,38.94,233.64,5.99,239.63,286.36,525.99,Regular Air,Grant Thornton,Yukon,,,,,
18531,29-10-2012,Critical,6,38.94,233.64,14.36,248,-250.55,-2.55,Delivery Truck,Jeremy Ellison,Ontario,,,,,
18532,20-10-2011,Not Specified,6,38.94,233.64,7.77,241.41,-146.24,95.17,Regular Air,Jasper Cacioppo,Quebec,,,,,
18532,20-10-2011,Not Specified,6,38.94,233.64,10.68,244.32,-131.59,112.73,Regular Air,Jasper Cacioppo,Quebec,,,,,
18533,06-11-2009,Not Specified,6,38.94,233.64,8.78,242.42,-60.73,181.69,Regular Air,Larry Hughes,Ontario,,,,,
18533,06-11-2009,Not Specified,6,38.94,233.64,5.03,238.67,-28.44,210.24,Express Air,Larry Hughes,Ontario,,,,,
18534,30-12-2011,Low,6,38.94,233.64,1.99,235.63,21.68,257.31,Express Air,Tracy Poddar,Nova Scotia,,,,,
18561,09-01-2009,Not Specified,6,38.94,233.64,6.89,240.53,-38.9,201.63,Regular Air,Joni Blumstein,Ontario,,,,,
18562,20-12-2011,Critical,6,38.94,233.64,2.97,236.61,-26.73,209.88,Regular Air,Noel Staavos,Quebec,,,,,
18592,30-09-2012,Critical,6,38.94,233.64,3.37,237.01,-15.5,221.51,Regular Air,Nora Pelletier,Manitoba,,,,,
18593,22-09-2011,High,6,38.94,233.64,7.18,240.82,1579.34,1820.16,Regular Air,Tamara Manning,Alberta,,,,,
18593,22-09-2011,High,6,38.94,233.64,89.3,322.94,-1280.6,-957.66,Delivery Truck,Tamara Manning,Alberta,,,,,
18595,31-01-2009,Critical,6,38.94,233.64,13.99,247.63,-35.19,212.44,Regular Air,Art Foster,Ontario,,,,,
18595,31-01-2009,Critical,6,38.94,233.64,2.64,236.28,0.9,237.18,Regular Air,Art Foster,Ontario,,,,,
18596,02-10-2012,Low,6,38.94,233.64,30,263.64,126.31,389.95,Delivery Truck,Adam Bellavance,Alberta,,,,,
18596,02-10-2012,Low,6,38.94,233.64,0.5,234.14,223.38,457.52,Regular Air,Adam Bellavance,Alberta,,,,,
18597,26-09-2010,Medium,6,38.94,233.64,0.5,234.14,38.58,272.72,Regular Air,Andy Gerbode,Saskachewan,,,,,
18598,06-08-2010,Critical,6,38.94,233.64,6.46,240.1,28.55,268.65,Express Air,Fred Harton,British Columbia,,,,,
18598,06-08-2010,Critical,6,38.94,233.64,21.26,254.9,855.14,1110.04,Regular Air,Fred Harton,British Columbia,,,,,
18627,20-12-2010,Medium,6,38.94,233.64,0.5,234.14,0.71,234.85,Regular Air,Phillip Flathmann,Quebec,,,,,
18661,08-09-2012,Low,6,38.94,233.64,58.2,291.84,-351.3,-59.46,Delivery Truck,Erin Creighton,Ontario,,,,,
18661,08-09-2012,Low,6,38.94,233.64,61.76,295.4,-139.27,156.13,Delivery Truck,Erin Creighton,Ontario,,,,,
18688,05-03-2011,Not Specified,6,38.94,233.64,19.99,253.63,5762.52,6016.15,Regular Air,Emily Grady,Alberta,,,,,
18688,05-03-2011,Not Specified,6,38.94,233.64,0.5,234.14,10.59,244.73,Regular Air,Emily Grady,Alberta,,,,,
18688,05-03-2011,Not Specified,6,38.94,233.64,4.2,237.84,812.24,1050.08,Regular Air,Emily Grady,Alberta,,,,,
18689,24-12-2009,Not Specified,6,38.94,233.64,6.05,239.69,-78.37,161.32,Regular Air,Steven Roelle,Alberta,,,,,
18689,24-12-2009,Not Specified,6,38.94,233.64,9.03,242.67,-3.78,238.89,Regular Air,Steven Roelle,Alberta,,,,,
18723,12-08-2009,Medium,6,38.94,233.64,2.5,236.14,-232.8,3.34,Regular Air,Jonathan Howell,Ontario,,,,,
18753,31-07-2009,Medium,6,38.94,233.64,12.65,246.29,1031.32,1277.61,Regular Air,Erin Creighton,Ontario,,,,,
18753,31-07-2009,Medium,6,38.94,233.64,30,263.64,788.79,1052.43,Delivery Truck,Erin Creighton,Ontario,,,,,
18754,25-09-2009,Not Specified,6,38.94,233.64,36.09,269.73,-221.5,48.23,Delivery Truck,Roland Black,Nova Scotia,,,,,
18754,25-09-2009,Not Specified,6,38.94,233.64,8.99,242.63,206.35,448.98,Regular Air,Roland Black,Nova Scotia,,,,,
18757,22-05-2012,Low,6,38.94,233.64,15.1,248.74,-40.25,208.49,Regular Air,Matthew Clasen,Ontario,,,,,
18757,22-05-2012,Low,6,38.94,233.64,9.92,243.56,-37.8,205.76,Regular Air,Matthew Clasen,Ontario,,,,,
18757,22-05-2012,Low,6,38.94,233.64,1.6,235.24,123.15,358.39,Express Air,Matthew Clasen,Manitoba,,,,,
18758,20-04-2010,Not Specified,6,38.94,233.64,21.26,254.9,594.44,849.34,Express Air,Liz Pelletier,Alberta,,,,,
18788,02-10-2009,Not Specified,6,38.94,233.64,11.17,244.81,-19.33,225.48,Regular Air,Joy Smith,Prince Edward Island,,,,,
18789,16-03-2011,High,6,38.94,233.64,9.18,242.82,417.62,660.44,Regular Air,Craig Rider,Saskachewan,,,,,
18790,11-02-2009,High,6,38.94,233.64,14.7,248.34,-1596.75,-1348.41,Delivery Truck,Nicole Brennan,Yukon,,,,,
18816,24-02-2009,Critical,6,38.94,233.64,3.99,237.63,108.96,346.59,Express Air,Jeremy Lonsdale,Quebec,,,,,
18819,25-02-2009,Low,6,38.94,233.64,22.24,255.88,98.12,354,Regular Air,Dan Campbell,Yukon,,,,,
18822,21-12-2010,Low,6,38.94,233.64,8.99,242.63,361.89,604.52,Regular Air,Cynthia Arntzen,Saskachewan,,,,,
18849,05-08-2012,High,6,38.94,233.64,0.99,234.63,50.83,285.46,Regular Air,Deanra Eno,Nova Scotia,,,,,
18849,05-08-2012,High,6,38.94,233.64,5.25,238.89,52.27,291.16,Regular Air,Deanra Eno,Yukon,,,,,
18849,05-08-2012,High,6,38.94,233.64,8.78,242.42,-6.5,235.92,Regular Air,Deanra Eno,Yukon,,,,,
18851,16-12-2012,Critical,6,38.94,233.64,10.39,244.03,-204.81,39.22,Express Air,Thea Hudgings,Manitoba,,,,,
18852,19-09-2011,High,6,38.94,233.64,5.97,239.61,80.73,320.34,Express Air,Theresa Swint,Quebec,,,,,
18853,17-01-2010,Critical,6,38.94,233.64,1.5,235.14,55.21,290.35,Regular Air,Gary Hwang,Manitoba,,,,,
18855,15-09-2009,High,6,38.94,233.64,7.72,241.36,-127.05,114.31,Regular Air,Ed Jacobs,Yukon,,,,,
18884,24-06-2011,Not Specified,6,38.94,233.64,14.36,248,-70.43,177.57,Delivery Truck,Nora Pelletier,Manitoba,,,,,
18884,24-06-2011,Not Specified,6,38.94,233.64,24.49,258.13,3825.69,4083.82,Regular Air,Nora Pelletier,Manitoba,,,,,
18887,05-12-2010,Not Specified,6,38.94,233.64,0.99,234.63,18.23,252.86,Regular Air,Clay Rozendal,Northwest Territories,,,,,
18917,03-05-2012,Critical,6,38.94,233.64,1.49,235.13,-8.36,226.77,Regular Air,Steve Nguyen,Ontario,,,,,
18918,27-10-2012,Not Specified,6,38.94,233.64,13.99,247.63,-221.78,25.85,Regular Air,Quincy Jones,Yukon,,,,,
18919,28-06-2009,Low,6,38.94,233.64,8.17,241.81,43.97,285.78,Regular Air,Rob Williams,Yukon,,,,,
18945,17-01-2009,Medium,6,38.94,233.64,1.99,235.63,168.54,404.17,Regular Air,John Lee,New Brunswick,,,,,
18946,04-05-2010,Critical,6,38.94,233.64,10.05,243.69,-201.91,41.78,Regular Air,Kelly Andreada,Saskachewan,,,,,
18950,27-02-2012,Low,6,38.94,233.64,14,247.64,1101.9,1349.54,Delivery Truck,Barry Gonzalez,Quebec,,,,,
18951,29-06-2011,Critical,6,38.94,233.64,2.97,236.61,-16.27,220.34,Regular Air,Astrea Jones,Nova Scotia,,,,,
18951,29-06-2011,Critical,6,38.94,233.64,5,238.64,-169.74,68.9,Express Air,Astrea Jones,Nova Scotia,,,,,
19010,07-06-2009,Low,6,38.94,233.64,19.99,253.63,10951.31,11204.94,Regular Air,Grant Carroll,Northwest Territories,,,,,
19040,19-12-2011,High,6,38.94,233.64,8.99,242.63,-46.83,195.8,Regular Air,Adam Hart,Yukon,,,,,
19041,26-07-2011,Low,6,38.94,233.64,4.5,238.14,-18.5,219.64,Regular Air,Grant Thornton,Yukon,,,,,
19041,26-07-2011,Low,6,38.94,233.64,4.62,238.26,530.22,768.48,Regular Air,Grant Thornton,Yukon,,,,,
19042,01-03-2009,Critical,6,38.94,233.64,7.47,241.11,54.9,296.01,Regular Air,Evan Minnotte,Prince Edward Island,,,,,
19044,11-04-2012,Low,6,38.94,233.64,13.99,247.63,1912.92,2160.55,Regular Air,Rob Dowd,British Columbia,,,,,
19044,11-04-2012,Low,6,38.94,233.64,9.45,243.09,-191.09,52,Regular Air,Rob Dowd,British Columbia,,,,,
19047,28-01-2009,High,6,38.94,233.64,14.3,247.94,-22.82,225.12,Regular Air,Adam Hart,Yukon,,,,,
19047,28-01-2009,High,6,38.94,233.64,1.57,235.21,-4.28,230.93,Regular Air,Adam Hart,Yukon,,,,,
19073,24-06-2009,Not Specified,6,38.94,233.64,5.16,238.8,20.08,258.88,Regular Air,Chuck Magee,Prince Edward Island,,,,,
19073,24-06-2009,Not Specified,6,38.94,233.64,1.34,234.98,5.81,240.79,Express Air,Chuck Magee,Prince Edward Island,,,,,
19074,25-06-2012,Critical,6,38.94,233.64,68.02,301.66,191.47,493.13,Delivery Truck,Sonia Sunley,British Columbia,,,,,
19075,26-09-2009,Critical,6,38.94,233.64,6.5,240.14,12.95,253.09,Regular Air,Joseph Holt,Saskachewan,,,,,
19078,27-07-2009,Critical,6,38.94,233.64,4.98,238.62,-18.19,220.43,Regular Air,Brendan Dodson,Northwest Territories,,,,,
19104,10-08-2010,High,6,38.94,233.64,8.08,241.72,1366.69,1608.41,Regular Air,Quincy Jones,Yukon,,,,,
19105,28-10-2009,High,6,38.94,233.64,5.97,239.61,511.51,751.12,Regular Air,Max Ludwig,Saskachewan,,,,,
19105,28-10-2009,High,6,38.94,233.64,5.46,239.1,-59.75,179.35,Regular Air,Max Ludwig,Saskachewan,,,,,
